timestamp,open,high,low,close
1741564800000,2915.908,2916.348,2915.235,2915.235
1741564860000,2915.215,2915.448,2914.648,2915.248
1741564920000,2915.348,2915.755,2915.078,2915.145
1741564980000,2915.248,2916.265,2915.248,2916.155
1741565040000,2916.248,2916.655,2915.645,2916.448
1741565100000,2916.448,2916.655,2916.035,2916.255
1741565160000,2916.248,2916.948,2916.215,2916.365
1741565220000,2916.555,2917.265,2916.485,2917.215
1741565280000,2917.215,2917.448,2917.048,2917.085
1741565340000,2917.055,2917.548,2917.028,2917.348
1741565400000,2917.348,2917.648,2917.248,2917.448
1741565460000,2917.448,2917.848,2917.248,2917.448
1741565520000,2917.448,2917.848,2916.548,2916.648
1741565580000,2916.648,2917.048,2916.248,2916.355
1741565640000,2916.348,2916.575,2915.648,2915.965
1741565700000,2916.015,2916.015,2915.385,2915.505
1741565760000,2915.535,2916.745,2915.485,2915.995
1741565820000,2916.015,2916.245,2915.745,2915.995
1741565880000,2916.085,2916.085,2915.755,2915.815
1741565940000,2915.775,2915.885,2915.645,2915.675
1741566000000,2915.665,2916.285,2915.635,2915.655
1741566060000,2915.725,2915.745,2915.055,2915.275
1741566120000,2915.295,2915.415,2914.665,2914.785
1741566180000,2914.865,2915.285,2914.705,2915.285
1741566240000,2915.315,2915.425,2915.075,2915.255
1741566300000,2915.235,2915.425,2914.345,2914.425
1741566360000,2914.425,2914.655,2914.005,2914.005
1741566420000,2913.968,2914.035,2913.528,2913.915
1741566480000,2913.965,2914.595,2913.535,2914.595
1741566540000,2914.605,2915.185,2914.575,2914.635
1741566600000,2914.655,2915.355,2914.055,2915.215
1741566660000,2915.185,2915.185,2914.025,2914.195
1741566720000,2914.105,2914.565,2914.015,2914.205
1741566780000,2914.255,2914.605,2913.935,2914.595
1741566840000,2914.625,2915.875,2914.585,2915.425
1741566900000,2915.455,2915.505,2914.775,2915.155
1741566960000,2915.045,2915.155,2914.555,2914.555
1741567020000,2914.625,2914.635,2913.535,2913.975
1741567080000,2913.959,2914.655,2913.959,2914.155
1741567140000,2914.165,2914.835,2914.145,2914.835
1741567200000,2914.865,2914.865,2913.975,2914.545
1741567260000,2914.525,2914.545,2914.028,2914.415
1741567320000,2914.435,2914.685,2914.025,2914.055
1741567380000,2914.165,2914.605,2913.925,2914.455
1741567440000,2914.485,2914.805,2914.275,2914.625
1741567500000,2914.605,2915.205,2914.605,2914.945
1741567560000,2914.955,2914.955,2913.925,2914.325
1741567620000,2914.315,2914.465,2913.845,2914.165
1741567680000,2914.175,2914.615,2913.845,2914.615
1741567740000,2914.565,2914.645,2914.445,2914.645
1741567800000,2914.675,2914.675,2914.335,2914.585
1741567860000,2914.575,2914.595,2914.245,2914.365
1741567920000,2914.295,2914.765,2914.195,2914.455
1741567980000,2914.325,2914.475,2913.729,2913.729
1741568040000,2913.718,2914.005,2912.819,2913.845
