timestamp,open,high,low,close
1741651200000,2884.475,2885.785,2884.415,2884.775
1741651260000,2884.785,2885.715,2884.535,2885.685
1741651320000,2885.715,2885.765,2885.055,2885.055
1741651380000,2885.045,2885.085,2884.715,2885.055
1741651440000,2885.035,2885.085,2884.225,2884.365
1741651500000,2884.375,2884.745,2883.925,2884.465
1741651560000,2884.465,2885.025,2884.375,2884.915
1741651620000,2884.975,2885.065,2884.178,2885.065
1741651680000,2884.995,2885.565,2884.868,2885.535
1741651740000,2885.535,2885.655,2884.765,2884.865
1741651800000,2884.835,2884.868,2884.549,2884.735
1741651860000,2884.735,2885.125,2884.735,2885.125
1741651920000,2885.095,2885.425,2885.065,2885.415
1741651980000,2885.415,2886.545,2885.415,2886.385
1741652040000,2886.395,2887.175,2886.165,2886.885
1741652100000,2886.935,2887.575,2886.825,2887.525
1741652160000,2887.368,2888.455,2887.195,2887.645
1741652220000,2887.685,2887.855,2887.305,2887.725
1741652280000,2887.795,2888.105,2887.658,2888.045
1741652340000,2888.075,2888.075,2886.815,2886.885
1741652400000,2886.925,2887.845,2886.745,2887.515
1741652460000,2887.605,2887.905,2887.445,2887.635
1741652520000,2887.525,2887.745,2887.145,2887.285
1741652580000,2887.205,2887.425,2886.615,2886.745
1741652640000,2886.745,2886.945,2886.555,2886.815
1741652700000,2886.735,2886.815,2885.965,2886.075
1741652760000,2885.998,2885.998,2885.325,2885.365
1741652820000,2885.325,2885.975,2884.948,2885.775
1741652880000,2885.755,2886.255,2885.735,2885.798
1741652940000,2885.798,2887.425,2885.798,2887.005
1741653000000,2887.035,2887.985,2886.805,2887.285
1741653060000,2887.158,2887.705,2886.985,2887.295
1741653120000,2887.165,2887.455,2886.858,2886.858
1741653180000,2886.858,2887.495,2886.858,2887.468
1741653240000,2887.448,2887.945,2886.955,2887.045
1741653300000,2887.035,2887.235,2886.858,2886.858
1741653360000,2886.858,2887.195,2886.525,2887.115
1741653420000,2887.155,2887.685,2886.775,2886.995
1741653480000,2887.005,2887.005,2886.255,2886.285
1741653540000,2886.285,2886.455,2886.058,2886.405
1741653600000,2886.405,2887.865,2886.305,2887.775
1741653660000,2887.755,2887.805,2887.005,2887.215
1741653720000,2887.295,2887.785,2886.815,2886.815
1741653780000,2886.785,2886.948,2885.265,2885.295
1741653840000,2885.285,2885.955,2885.175,2885.575
1741653900000,2885.585,2886.005,2885.535,2885.625
1741653960000,2885.675,2886.085,2885.248,2885.315
1741654020000,2885.315,2885.385,2884.825,2885.055
1741654080000,2885.055,2885.748,2884.735,2885.518
1741654140000,2885.488,2885.848,2884.578,2884.715
1741654200000,2884.705,2885.015,2884.628,2884.988
1741654260000,2884.995,2885.675,2884.578,2885.665
1741654320000,2885.685,2886.165,2885.575,2886.085
1741654380000,2886.115,2886.935,2886.115,2886.735
1741654440000,2886.765,2887.185,2886.378,2887.075
1741654500000,2887.055,2887.895,2886.718,2887.855
1741654560000,2887.818,2887.965,2887.345,2887.345
1741654620000,2887.225,2887.525,2886.815,2887.155
1741654680000,2887.215,2887.455,2886.585,2886.585
1741654740000,2886.535,2887.215,2886.275,2886.998
1741654800000,2887.145,2888.395,2886.368,2887.865
1741654860000,2887.895,2888.335,2887.215,2887.475
