timestamp,open,high,low,close
1741910400000,2986.175,2986.375,2985.535,2986.325
1741910460000,2986.325,2986.395,2986.185,2986.265
1741910520000,2986.265,2986.895,2985.995,2986.085
1741910580000,2986.065,2986.585,2986.065,2986.435
1741910640000,2986.415,2986.445,2985.885,2986.055
1741910700000,2986.025,2986.175,2985.755,2985.875
1741910760000,2985.905,2985.905,2985.415,2985.445
1741910820000,2985.465,2985.958,2985.465,2985.958
1741910880000,2986.075,2986.255,2985.725,2986.165
1741910940000,2986.125,2986.265,2985.458,2985.715
1741911000000,2985.675,2985.735,2985.525,2985.535
1741911060000,2985.515,2985.938,2985.465,2985.835
1741911120000,2985.848,2986.175,2985.848,2986.075
1741911180000,2986.048,2986.515,2986.048,2986.148
1741911240000,2986.148,2986.348,2985.975,2986.348
1741911300000,2986.348,2986.728,2985.808,2986.088
1741911360000,2986.128,2986.548,2986.128,2986.248
1741911420000,2986.258,2986.348,2985.948,2986.248
1741911480000,2986.248,2986.848,2986.188,2986.548
1741911540000,2986.558,2986.948,2986.548,2986.848
1741911600000,2986.948,2986.948,2986.048,2986.048
1741911660000,2986.045,2986.348,2985.998,2986.148
1741911720000,2986.248,2986.648,2986.148,2986.378
1741911780000,2986.368,2986.608,2985.868,2986.318
1741911840000,2986.308,2986.468,2985.778,2985.878
1741911900000,2985.918,2986.178,2985.808,2985.898
1741911960000,2985.848,2985.848,2985.208,2985.378
1741912020000,2985.368,2985.448,2985.108,2985.238
1741912080000,2985.228,2985.298,2984.688,2984.718
1741912140000,2984.708,2984.798,2984.408,2984.738
1741912200000,2984.728,2986.375,2984.728,2986.225
1741912260000,2986.215,2986.265,2985.715,2986.118
1741912320000,2986.118,2986.555,2985.775,2985.785
1741912380000,2985.865,2985.965,2985.555,2985.805
1741912440000,2985.775,2985.805,2985.435,2985.625
1741912500000,2985.605,2985.785,2984.825,2984.985
1741912560000,2985.018,2985.165,2984.728,2985.075
1741912620000,2985.218,2985.525,2984.955,2985.025
1741912680000,2984.955,2985.648,2984.935,2985.155
1741912740000,2985.175,2985.648,2984.895,2985.248
1741912800000,2985.248,2985.258,2984.825,2984.905
1741912860000,2984.885,2985.185,2984.795,2985.148
1741912920000,2985.148,2985.855,2984.705,2984.748
1741912980000,2984.748,2985.148,2984.505,2984.645
1741913040000,2984.808,2985.365,2984.798,2984.958
1741913100000,2984.958,2985.848,2984.748,2984.748
1741913160000,2984.748,2985.548,2984.728,2985.548
1741913220000,2985.548,2986.645,2985.548,2986.415
1741913280000,2986.385,2986.515,2985.795,2986.035
1741913340000,2986.095,2986.625,2986.095,2986.505
1741913400000,2986.525,2986.795,2986.265,2986.415
1741913460000,2986.395,2986.745,2986.305,2986.335
1741913520000,2986.149,2986.685,2986.105,2986.545
1741913580000,2986.648,2986.705,2986.055,2986.365
1741913640000,2986.285,2987.495,2986.285,2987.465
1741913700000,2987.435,2988.165,2986.745,2987.278
1741913760000,2987.318,2988.525,2987.288,2988.455
1741913820000,2988.425,2988.445,2987.005,2987.005
1741913880000,2986.995,2987.015,2986.505,2986.735
1741913940000,2986.705,2986.705,2985.775,2986.465
1741914000000,2986.498,2987.755,2985.975,2986.075
1741914060000,2986.048,2986.848,2985.495,2986.848
1741914120000,2986.795,2988.385,2986.548,2987.948
1741914180000,2987.925,2988.048,2985.615,2986.435
1741914240000,2986.415,2986.815,2986.135,2986.155
1741914300000,2986.185,2987.625,2985.825,2986.595
1741914360000,2986.665,2987.635,2986.365,2987.265
1741914420000,2987.265,2989.705,2987.135,2988.608
1741914480000,2988.678,2988.788,2987.375,2987.785
1741914540000,2987.798,2988.648,2986.995,2986.995
1741914600000,2986.995,2989.075,2986.888,2988.955
1741914660000,2988.995,2989.245,2988.525,2989.195
1741914720000,2989.175,2989.895,2988.985,2989.795
1741914780000,2989.795,2990.015,2989.245,2989.295
1741914840000,2989.285,2989.855,2989.175,2989.665
1741914900000,2989.665,2989.755,2988.785,2989.145
1741914960000,2989.155,2989.805,2989.155,2989.705
1741915020000,2989.645,2989.765,2988.855,2989.175
1741915080000,2989.175,2989.265,2987.995,2987.995
1741915140000,2987.995,2988.055,2986.205,2987.765
1741915200000,2987.745,2988.385,2986.535,2986.655
1741915260000,2986.655,2988.285,2985.965,2988.155
1741915320000,2988.425,2988.595,2987.165,2987.625
1741915380000,2987.655,2987.885,2987.195,2987.525
1741915440000,2987.558,2988.015,2987.275,2987.315
1741915500000,2987.305,2987.635,2986.565,2987.115
1741915560000,2987.215,2987.215,2985.905,2986.155
1741915620000,2986.085,2986.665,2984.848,2984.848
1741915680000,2984.848,2985.148,2983.565,2984.048
1741915740000,2984.048,2984.845,2983.548,2983.848
